UID,OrganizationIdentifier,OrganizationFormalName,ProviderName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,IR_FLAG,IR_COMMENT,IR_MLID,IR_MLNAME,ASSESS_ID,AU_NAME,AU_Type,Water_Type,R317Descrp,ss_R317Descrp,BEN_CLASS,MLID_Count,Lat_Count,Long_Count,sites100m_count,LatitudeMeasure,LongitudeMeasure,IR_Lat,IR_Long,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ValidationType,ReviewComment
29,11NPSWRD_WQX,National Park Service Water Resources Division,STORET,11NPSWRD_WQX-ZION_3P_UEMERPS,Upper Emerald Pool Spring,Spring,"This station is at Upper Emerald Pool Spring, approximately 100 feet (30 meters) above Upper Emerald Pool and 1200 feet (360 meters) north of Lady Mountain. Latitude and longitude coordinates were compiled from previous studies or topographic map interpolation.",ACCEPT,Automatically accepted,11NPSWRD_WQX-ZION_3P_UEMERPS,Upper Emerald Pool Spring,UT15010008-015_00,North Fork Virgin River-1,River/Stream,River / Stream,North Fork Virgin River and tributaries,NA,"1C,2A,3A,4",1,1,1,0,37.25749021,-112.9664162,37.25749021,-112.9664162,15010008,NA,NA,NA,NA,NA,NA,NA,Unknown,WGS84,NA,NA,NA,NA,NA,NA,US,49,53,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
30,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-4933370,SW-05,River/Stream,NA,ACCEPT,Automatically accepted,952307_WQX-4933370,SW-05,UT14060005-009_00,Green River-3,River/Stream,River / Stream,"Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,0,39.84248778,-109.9160603,39.84248778,-109.9160603,14060005,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
31,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-4933440,SW-10,River/Stream,NA,ACCEPT,Automatically accepted,952307_WQX-4933440,SW-10,UT14060005-002_00,Pariette Draw Creek,River/Stream,River / Stream,"Pariette Draw and tributaries, from confluence with Green River to headwaters",NA,"2B,3B,3D,4",1,1,1,0,40.03125379,-109.7540634,40.03125379,-109.7540634,14060005,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
32,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-4933476,SW-09,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060005-002_00,Pariette Draw Creek,River/Stream,River / Stream,"Pariette Draw and tributaries, from confluence with Green River to headwaters",NA,"2B,3B,3D,4",1,1,1,1,40.07213946,-109.8575266,NA,NA,14060005,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
33,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-4933480,SW-08,River/Stream,NA,ACCEPT,Automatically accepted,952307_WQX-4933480,SW-08,UT14060005-002_00,Pariette Draw Creek,River/Stream,River / Stream,"Pariette Draw and tributaries, from confluence with Green River to headwaters",NA,"2B,3B,3D,4",1,1,1,0,40.08271047,-109.8737316,40.08271047,-109.8737316,14060005,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
34,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-4937020,SW-11,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060001-004_00,Green River-2,River/Stream,River / Stream,"Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,3,40.08496768,-109.6757471,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
35,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-Gate Canyon Spring 1,Gate Canyon Spring 1,Spring,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,39.84517772,110.2510321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
36,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-Rye Spring 1,Rye Spring 1,Spring,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,39.85681759,110.3234657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
37,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-Rye Spring 2,Rye Spring 2,Spring,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,39.85574659,110.3122857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
38,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-Rye Spring 3,Rye Spring 3,Spring,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,39.85453501,110.2910545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
39,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-Unnamed Spring 1,Unnamed Spring 1,Spring,NA,ACCEPT,Automatically accepted,952307_WQX-Unnamed Spring 1,Unnamed Spring 1,UT14060005-003_00,Ninemile,River/Stream,River / Stream,"Nine Mile Creek and tributaries, from confluence with Green River to headwaters",NA,"2B,3A,4",1,1,1,0,39.83973824,-109.9802662,39.83973824,-109.9802662,14060005,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
40,952307_WQX,LT Environmental Inc.,STORET,952307_WQX-Unnamed Spring 2,Unnamed Spring 2,Spring,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060005-002_00,Pariette Draw Creek,River/Stream,River / Stream,"Pariette Draw and tributaries, from confluence with Green River to headwaters",NA,"2B,3B,3D,4",1,1,1,1,40.012526,-110.008013,NA,NA,14060005,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
41,NALMS,North American Lake Management Society,STORET,NALMS-5825,Bear Lake,Lake,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16010201-003_00,Bear Lake,Reservoir/Lake,Lake / Reservoir,Bear Lake (Utah portion),NA,"2A,3A,4",NA,NA,NA,NA,41.97273,-111.39035,NA,NA,16010201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,33,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
42,NALMS,North American Lake Management Society,STORET,NALMS-5826,Burriston Ponds,Lake,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020201-014_00,Currant Creek-Juab Valley,River/Stream,River / Stream,"Currant Creek, from Mona Reservoir to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,39.79745,-111.86477,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,23,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
43,NALMS,North American Lake Management Society,STORET,NALMS-5828,Causey Reservoir,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",NA,NA,NA,NA,41.29744,-111.58687,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
44,NALMS,North American Lake Management Society,STORET,NALMS-5833,Hyrum Lake,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16010203-005_00,Hyrum Reservoir,Reservoir/Lake,Lake / Reservoir,Hyrum Reservoir,NA,"2A,3A,4",NA,NA,NA,NA,41.6247,-111.8703,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
45,NALMS,North American Lake Management Society,STORET,NALMS-5836,Pineview Reservoir,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",NA,NA,NA,NA,41.25917,-111.82444,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
46,NALMS,North American Lake Management Society,STORET,NALMS-5837,Red Fleet Reservoir,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14060002-006_00,Big Brush Creek,River/Stream,River / Stream,"Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.58528,-109.42417,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
47,NALMS,North American Lake Management Society,STORET,NALMS-5840,Starvation Lake,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-14060004-006_00,Starvation Reservoir,Reservoir/Lake,Lake / Reservoir,Starvation Reservoir,NA,"1C,2A,3A,4",NA,NA,NA,NA,40.1922,-110.4424,NA,NA,14060004,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
48,NALMS,North American Lake Management Society,STORET,NALMS-5841,Steinaker Reservoir,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14060002-002_00,Middle Ashley Creek,River/Stream,River / Stream,"Ashley Creek and tributaries, from confluence with Green River to Steinaker diversion",NA,"2B,3B,4",NA,NA,NA,NA,40.53111,-109.52472,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
49,NALMS,North American Lake Management Society,STORET,NALMS-5843,Willard,Other-Surface Water,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020309-002_00,Blue Creek-Golden Spike,River/Stream,Waterfowl Management Area,"Bear River National Wildlife Refuge, Box Elder County","Blue Creek and tributaries, Box Elder County, from Bear River Bay, Great Salt Lake to Blue Creek Reservoir","2B,3B,3D",NA,NA,NA,NA,41.47666667,-112.3722222,NA,NA,16020309,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
50,NALMS,North American Lake Management Society,STORET,NALMS-7217,Big East Lake,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16020202-002_00,Big East Lake,Reservoir/Lake,Lake / Reservoir,Big East Lake,NA,"2B,3A,4",NA,NA,NA,NA,39.93472222,-111.6391667,NA,NA,16020202,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
51,NALMS,North American Lake Management Society,STORET,NALMS-7218,Deer Creek Reservoir,Reservoir,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020203-013_00,Provo Deer Creek,River/Stream,River / Stream,"Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.4125,-111.5494444,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,51,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
52,NALMS,North American Lake Management Society,STORET,NALMS-7389,Kimball Creek,River/Stream,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020102-027_00,Kimball Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.70623,-111.51726,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
53,NALMS,North American Lake Management Society,STORET,NALMS-7390,American Fork River,River/Stream,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020201-002_00,American Fork River-2,River/Stream,River / Stream,"American Fork Creek and tributaries, from diversion at mouth of American Fork Canyon to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,40.48625,-111.63794,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
54,NALMS,North American Lake Management Society,STORET,NALMS-7409,Snake Creek,River/Stream,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16020203-015_00,Snake Creek-2,River/Stream,River / Stream,"Provo River and tributaries, from Murdock Diversion to headwaters, except as listed below",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.54261,-111.49938,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,51,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
55,NALMS,North American Lake Management Society,STORET,NALMS-7410,Little Bear River,River/Stream,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT16010203-009_00,Little Bear River-1,River/Stream,River / Stream,"Little Bear River and tributaries, from Cutler Reservoir to headwaters",NA,"2B,3A,3D,4",NA,NA,NA,NA,41.719728,-111.944885,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
56,NALMS,North American Lake Management Society,STORET,NALMS-7458,Utah Lake,Lake,GPS-Unspecified,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16020201-004_01,Utah Lake,Reservoir/Lake,Lake / Reservoir,Utah Lake,NA,"2B,3B,3D,4",NA,NA,NA,NA,40.2099828,-111.8241512,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,UNKWN,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
57,NNEPA,"Navajo Nation, Arizona, New Mexico & Utah",STORET,NNEPA-02DESERTCR05,Desert Creek,River/Stream Perennial,Desert Creek near headwaters,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,River / Stream,"San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.2099669,-109.3806183,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,4508,ft,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),SEALV,US,49,37,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
58,NNEPA,"Navajo Nation, Arizona, New Mexico & Utah",STORET,NNEPA-02SANJUANR07,San Juan River,River/Stream Perennial,San Juan River near bridge at Montezuma Creek,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14080201-010_00,San Juan River-3,River/Stream,River / Stream,"San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.2582772,-109.3104764,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,4429,ft,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),SEALV,US,49,37,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
59,NNEPA,"Navajo Nation, Arizona, New Mexico & Utah",STORET,NNEPA-02SANJUANR08,San Juan River,River/Stream Perennial,San Juan River at US 191 bridge near Bluff,ACCEPT,Automatically accepted,NNEPA-02SANJUANR08,San Juan River,UT14080201-009_00,San Juan River-2,River/Stream,River / Stream,"San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",1,1,1,0,37.2576728,-109.6184895,37.2576728,-109.6184895,14080201,NA,NA,NA,NA,NA,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,4271,ft,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),SEALV,US,49,37,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
60,NNEPA,"Navajo Nation, Arizona, New Mexico & Utah",STORET,NNEPA-03MONTEZUM01,Montezuma Creek,River/Stream Intermittent,"Montezuma Ck, West of 262 about 1 mile",ACCEPT,Automatically accepted,NNEPA-03MONTEZUM01,Montezuma Creek,UT14080203-007_00,Montezuma Creek-3,River/Stream,River / Stream,"Montezuma Creek and tributaries, from U.S. Highway 191 to headwaters",NA,"1C,2B,3A,4",1,1,1,0,37.29893032,-109.2970221,37.29893032,-109.2970221,14080203,NA,NA,NA,NA,NA,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,4470,ft,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),SEALV,US,49,37,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
61,NNEPA,"Navajo Nation, Arizona, New Mexico & Utah",STORET,NNEPA-04MCELMOCR01,McElmo Creek @ Hwy 262,River/Stream Perennial,"McElmo Ck, ~100 m u/s of Hwy 262 bridge",REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14080202-001_00,McElmo Creek,River/Stream,River / Stream,"San Juan River and Tributaries, from Lake Powell to state line except As listed below:",NA,"1C,2A,3B,4",NA,NA,NA,NA,37.21868389,-109.1904117,NA,NA,14080202,NA,NA,NA,NA,NA,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,4472,ft,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),SEALV,US,49,37,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
62,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-401016110181100,DUCHESNE R AB DUCHESNE FEED,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060003-006_00,Duchesne River-3,River/Stream,River / Stream,"Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,1,40.17106966,-110.3037656,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
63,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-401430109513000,Dry Gulch at HWY 188,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14060003-009_00,Dry Gulch Creek,River/Stream,River / Stream,"Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below",NA,"2B,3B,4",NA,NA,NA,NA,40.24162732,-109.8590341,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
64,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-402937110504601,"Aspen camp ground nr Hanna,ut",River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060003-019_00,North Fork Duchesne,River/Stream,River / Stream,"Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,1,40.49361111,-110.8461111,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
65,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-9261000,GREEN RIVER NEAR JENSEN,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060001-004_00,Green River-2,River/Stream,River / Stream,"Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,3,40.40940757,-109.2354043,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
66,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-9272400,Green River @ Ouray,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060001-004_00,Green River-2,River/Stream,River / Stream,"Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,3,40.08472222,-109.6761111,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
67,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-9279100,ROCK CREEK,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14060003-016_00,Rock Creek Lower,River/Stream,River / Stream,"Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.315363,-110.4984435,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
68,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-9295100,DUCHESNE RIV ABV UINTA RIV,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT14060003-002_00,Duchesne River-2,River/Stream,River / Stream,"Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below",NA,"2B,3B,4",1,1,1,1,40.20662783,-109.8598673,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
69,NTHRNUTE,Northern Ute Indian Tribe (UT),STORET,NTHRNUTE-9296800,UINTA R BLW POWERPLANT DIVERSION,River/Stream,NA,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT14060003-010_00,Uinta River-3,River/Stream,River / Stream,"Uinta River and tributaries, From Highway US-4- crossing to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,40.59133964,-110.1143226,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,13,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
