"locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure","AU_NAME","ASSESS_ID","AU_DESCRIP","AU_Type","priority"
"UTG071265","15577 S ROSE CANYON RD","NON-POTW",-112.07915,40.46846,"Rose Creek","UT16020204-029_00","Rose Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRC00799","1559 W. MALLARD DUCK CIR. BLUFFDALE, UT 84065","NON-POTW",-111.9354,40.4915,NA,NA,NA,NA,"N"
"UTRH02919","158 W 800 S","NON-POTW",-111.69911,40.28244,NA,NA,NA,NA,"N"
"UTRL00133","1595 EAST FRONTAGE RD","NON-POTW",-111.48345,40.71855,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRL00186","1595 EAST HIGHWAY 193","NON-POTW",-111.935464,41.101423,"Kays Creek","UT16020102-031_00","Kays Creek and tributaries from Farmington Bay to USFS boundary","River/Stream","N"
"UTRH01829","1599 GALBRAITH LN","NON-POTW",-111.97149,41.0264,NA,NA,NA,NA,"N"
"UTRH03099","16 RUSTED HILLS","NON-POTW",-113.486747,37.110988,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR375107","1600 NORTH OFFICE BUILDING","NON-POTW",-111.72885,40.32629,"Lindon Hollow","UT16020201-011_00","Lindon Hollow and tributaries from Utah Lake to Interstate 15","River/Stream","N"
"UTRC00274","1600 PARK AVE PH 2","NON-POTW",-111.83921,41.76141,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTR392163","1600 PARK AVENUE","NON-POTW",-111.83921,41.76141,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRL00020","161  NORTH 3050 EAST","NON-POTW",-113.52126,37.11094,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH00729","1613 W 1850 N FARR WEST, UT 84404","NON-POTW",-112.021187,41.290445,"Four Mile Creek","UT16020102-003_00","Fourmile Creek and tributaries from confluence with Weber River to headwaters","River/Stream","N"
"UTRH01034","1625 NORTHPOINTE LOT 61","NON-POTW",-111.78699,41.76142,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTR380477","16315 650 NORTH AND I-15","NON-POTW",-112.02333,41.123333,NA,NA,NA,NA,"N"
"UTRL00043","1639 SPANISH RIDGE","NON-POTW",-111.6095,40.08848,NA,NA,NA,NA,"N"
"UTRL00196","1642 NORTH PATTERSON DR","NON-POTW",-111.70631,41.06674,"Weber Lower Tributaries-6","UT16020102-054_00","Weber River east side tributaries from Stoddard Diversion to East Canyon Creek","River/Stream","N"
"UTRH00197","1659 SOUTH HIGH PLAINS ROAD","NON-POTW",-111.789923,41.237593,"South Fork Ogden River-1","UT16020102-010_00","South Fork Ogden River and tributaries from Pineview Reservoir to Causey Reservoir","River/Stream","N"
"UTRH01321","1681 N 3000 W","NON-POTW",-112.084,41.1383,NA,NA,NA,NA,"N"
"UTRC00656","1688 EAST HOPKINS LANE, SALT LAKE CITY, UTAH","NON-POTW",-111.8566,40.707,NA,NA,NA,NA,"N"
"UTRL00238","170 NORTH MAIN","NON-POTW",-111.65477,40.11205,NA,NA,NA,NA,"N"
"UTRC02057","1700 SOUTH APARTMENTS","NON-POTW",-111.8973,40.7343,NA,NA,NA,NA,"N"
"UTRL00103","1721 WASHINGTON BOULEVARD","NON-POTW",-111.970108,41.236278,NA,NA,NA,NA,"N"
"UTRH01009","1728 NORTH SPARROW WAY, SALEM, UTAH","NON-POTW",-111.6681,40.0812,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRH79989","173 HEPPLER","NON-POTW",-111.87082,40.28713,NA,NA,NA,NA,"N"
"UTR382561","17307 SR-224 DRAINAGE","NON-POTW",-111.5373,40.6834,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRL00137","175 NORTH 300 EAST","NON-POTW",-111.8269,41.73431,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTRL00194","175 W 1400 N","NON-POTW",-111.83815,41.75768,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRL00050","1750 E. WASHINGTON DAM RD.","NON-POTW",-113.47931,37.11377,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH00762","1758 N 320 E PLEASANT GROVE","NON-POTW",-111.7342,40.3667,NA,NA,NA,NA,"N"
"UTRH01992","179 TERRACES AT GREEN SPRING","NON-POTW",-113.5275,37.1587,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00004","1790 E WASHINGTON DAM RD","NON-POTW",-113.4784,37.11415,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRL00147","1791 EAST NUTEAM CIRCLE","NON-POTW",-113.47777,37.113056,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTG070957","17B: VALLEY DOWNS WWPS INFLUENT SEWER REPLACEMENT PROJECT","NON-POTW",-111.992004,40.707139,NA,NA,NA,NA,"N"
"UTRC00775","17TH AND WALL","NON-POTW",-111.97852,41.23681,NA,NA,NA,NA,"N"
"UTRC01919","18 HALCYON - HOFFMAN DAVIS","NON-POTW",-112.0788,41.2355,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRC01502","18 HYLANDS RANCH","NON-POTW",-112.062,41.206,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTG070936","1800 NORTH 800 WEST-1000 W","NON-POTW",-111.85858,41.76548,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRC01960","1800 NORTH REPLACEMENT","NON-POTW",-112.087725,41.139882,NA,NA,NA,NA,"N"
"UTRC01223","18102 SORENSEN THREE FALLS","NON-POTW",-111.7657,40.4857,NA,NA,NA,NA,"N"
"UTRL00229","1818 E SCENIC VIEW CIRCLE","NON-POTW",-113.478,37.1077,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC00895","182 STONE GATE LANE, LLC","NON-POTW",-111.66148,40.29207,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTR387475","18303 SILVER CREEK","NON-POTW",-111.45804,40.683747,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRC01566","1834E SCENIC VIEW CIRCLE","NON-POTW",-111.87374,40.291592,NA,NA,NA,NA,"N"
"UTRH01574","1837 E SCENIC VIEW CIRCLE, WASHINGTON UTAH 84780","NON-POTW",-113.4772,37.1077,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC01480","1840 E SCENIC VIEW CIRCLE WASHINGTON UT 84780","NON-POTW",-113.4773,37.1077,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01268","1889 SOUTHPOINTE CT","NON-POTW",-111.7876,41.76128,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTR393553","18F HILLSDALE WWPS DECOMMISSIONING & GRAVITY","NON-POTW",-111.96202,40.707204,NA,NA,NA,NA,"N"
"UTRH92319","19 DUNES @ SAND HOLLOW","NON-POTW",-113.410689,37.116811,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01859","19 HALCYON - TAYLOR","NON-POTW",-111.7411,40.2887,NA,NA,NA,NA,"N"
"UTRH00742","1907 N BAUM MODERN FARMHOUSE","NON-POTW",-111.84965,40.41187,NA,NA,NA,NA,"N"
"UTRH01252","1910 SOUTHPOINTE CT. DC-72","NON-POTW",-111.787,41.7611,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTR396121","19305 SANDPIT","NON-POTW",-111.85447,40.41749,NA,NA,NA,NA,"N"
"UTR395731","19306 SILVER CREEK PHASE 2B","NON-POTW",-111.479726,40.722959,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTG071258","19308 CV FORCE MAIN","NON-POTW",-111.9064,40.7214,NA,NA,NA,NA,"N"
"UTRC02685","1946 PHEASANT CT","NON-POTW",-111.7862,41.762,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRL00172","195 WEST CENTER STREET","NON-POTW",-113.0651,37.67735,NA,NA,NA,NA,"N"
"UTRH01907","1951 PEBBLE CREEK CT","NON-POTW",-111.7861,41.7614,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRH01265","1956 PHEASANT CT","NON-POTW",-111.7858,41.7624,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRH03164","1959 DEER CREST CIRCLE","NON-POTW",-111.848788,41.766799,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRH02166","1969 W. 2025 S., SYRACUSE UT 84040","NON-POTW",-112.064,41.0841,NA,NA,NA,NA,"N"
"UTRH81019","1989 WEST 4400 SOUTH","NON-POTW",-112.028279,41.18342,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRC02031","1994 INGOT DRIVE","NON-POTW",-111.94441,40.54082,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRC01072","19C: 2200 WEST WATERLINE PROJECT","NON-POTW",-111.9484,40.6823,NA,NA,NA,NA,"N"
"UTR386245","2 - 120,000 BBL GASOLINE TANKS PROJECT - NORTH SALT LAKE PRODUCTS TERMINAL","NON-POTW",-111.90596,40.86162,NA,NA,NA,NA,"N"
"UTR381343","2 CASSIE ESTATES","NON-POTW",-111.75393,40.36839,NA,NA,NA,NA,"N"
"UTRH03097","2 COOPER'S LANDING","NON-POTW",-112.044535,41.113572,NA,NA,NA,NA,"N"
"UTRH01978","2 FORT CREEK","NON-POTW",-112.1604,39.5379,"Sevier River-27","UT16030005-008_00","Sevier River south side tributaries from DMAD Reservoir upstream to Yuba Dam, excluding all waters above USFS boundary","River/Stream","N"
"UTRC01173","2 JOHNSON ORCHARDS","NON-POTW",-111.69811,40.24336,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTRH00179","2 MACKS","NON-POTW",-112.085998,41.286269,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRH92247","2 SCHILDHAUER","NON-POTW",-112.0564,41.33258,NA,NA,NA,NA,"N"
"UTRH86589","2 WESTWOOD ESTATES","NON-POTW",-111.717387,40.36646,NA,NA,NA,NA,"N"
"UTG070896","200 CITY VIEW","NON-POTW",-111.657848,40.231005,NA,NA,NA,NA,"N"
"UTRL00077","200 EAST","NON-POTW",-113.50653,37.13047,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC02720","200 EAST AND MAIN STREET WATER PROJECT","NON-POTW",-111.905953,40.98619,NA,NA,NA,NA,"N"
"UTRL00100","200 EAST CENTER STREET","NON-POTW",-111.65134,40.10981,NA,NA,NA,NA,"N"
"UTRL00192","200 N , MAIN ST - 400 E","NON-POTW",-111.88071,40.89145,NA,NA,NA,NA,"N"
"UTRL00060","200 N AND 140 N","NON-POTW",-111.72003,40.342151,NA,NA,NA,NA,"N"
"UTRC02661","200 SOUTH AMERICAN FORK","NON-POTW",-111.79307,40.39489,NA,NA,NA,NA,"N"
"UTRL00078","200 W 200 N","NON-POTW",-113.51315,37.13396,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTG071355","20022 DP11 AIRPORT PAVING","NON-POTW",-111.980714,40.783553,NA,NA,NA,NA,"N"
"UTRH01906","2007 DEER CREST LN","NON-POTW",-111.78508,41.76115,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTR390161","201 MAGNA PARCEL","NON-POTW",-112.075673,40.718437,NA,NA,NA,NA,"N"
"UTRC01914","201 WPC","NON-POTW",-111.551269,40.649349,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRH01947","2014 HAUBEN RESIDENCE","NON-POTW",-111.53173,40.75064,"East Canyon Creek-2","UT16020102-026_01","East Canyon Creek and tributaries from East Canyon Reservoir to headwaters, except Murnin Creek and Toll Canyon","River/Stream","N"
"UTRH01852","2014 PEBBLE CREEK CT","NON-POTW",-111.785595,41.760223,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTR377869","2016 SEWER OUTFALL REPLACEMENT PROJECT","NON-POTW",-111.961856,41.145237,NA,NA,NA,NA,"N"
"UTG070893","2016 SEWER OUTFALL REPLACEMENT PROJECT","NON-POTW",-111.961856,41.145237,NA,NA,NA,NA,"N"
"UTR374943","2016 WATERLINE PROJECT","NON-POTW",-111.70184,40.315035,NA,NA,NA,NA,"N"
"UTG071000","2017 FLANGE/INSULATION VERIFICATION","NON-POTW",-111.93901,40.75081,NA,NA,NA,NA,"N"
"UTR384543","2018 GENEVA ROAD SEWER PROJECT","NON-POTW",-111.72448,40.27179,NA,NA,NA,NA,"N"
"UTR389533","2018 PIPELINE REPLACEMENT","NON-POTW",-111.94795,40.5448,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR387515","2018 ROADWAY IMPROVEMENT PROJECT","NON-POTW",-112.27657,40.538045,"Middle Canyon","UT16020304-007_00","Middle Canyon Creek and tributaries, Tooele County","River/Stream","N"
"UTG071245","2019 GRAVITY SEWER IMPROVEMENTS","NON-POTW",-111.900902,40.356724,NA,NA,NA,NA,"N"
"UTR397637","2019 KD RANGE GRADING AND BERM","NON-POTW",-112.06521,40.40337,NA,NA,NA,NA,"N"
"UTR395219","2019 ZONE 4 NBH TRANSMISSION MAIN PROJECT","NON-POTW",-112.01006,40.63497,NA,NA,NA,NA,"N"
"UTRC01151","2020 2000 SOUTH UTILITY PROJECT","NON-POTW",-111.6889,40.2614,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTRC00560","2020 HIGHLAND DRIVE RECONSTRUCTION PROJECT","NON-POTW",-111.8881,40.4837,NA,NA,NA,NA,"N"
"UTRC01970","2020 WATER SYSTEM OVERHAUL","NON-POTW",-111.2167,40.5814,NA,NA,NA,NA,"N"
"UTRC02412","2021 LAKEVIEW PARKWAY PHASE 4","NON-POTW",-111.7158,40.2362,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTRC02705","2021 MAGNA WATERLINES","NON-POTW",-112.082,40.6965,NA,NA,NA,NA,"N"
"UTRH03173","2021 ROADWAY PROJECT - OREM","NON-POTW",-111.725074,40.31184,NA,NA,NA,NA,"N"
"UTRH01889","2021 SHULER RESIDENCE","NON-POTW",-111.5068,40.7151,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTRC00188","20302 CVWRF","NON-POTW",-111.91236,40.70316,NA,NA,NA,NA,"N"
"UTRC00662","20304 NORTH BRANCH CONNECTION TO ALPINE","NON-POTW",-111.7637,40.4326,"American Fork","UT16020201-016_00","American Fork and tributaries from Utah Lake to diversion at mouth of American Fork Canyon","River/Stream","N"
"UTRC02153","20317 OLD HWY 40 CONVEYENCE","NON-POTW",-111.4283,40.5918,"Provo River-4","UT16020203-004_00","Provo River from Deer Creek Reservoir to Jordanelle Reservoir","River/Stream","N"
"UTRH02058","204 STILLWATER","NON-POTW",-112.0606,41.0612,NA,NA,NA,NA,"N"
"UTR397673","206 13TH ST TOWNHOMES","NON-POTW",-111.97529,41.24274,NA,NA,NA,NA,"N"
"UTRH97097","208","NON-POTW",-112.04076,41.30827,NA,NA,NA,NA,"N"
"UTRC02405","20H: 4100 SOUTH SEWER LINE","NON-POTW",-112.0343,40.6821,NA,NA,NA,NA,"N"
"UTR373959","21 EAGEGATE","NON-POTW",-112.07864,41.18067,NA,NA,NA,NA,"N"
"UTRH96155","21 NORTH CREEK","NON-POTW",-111.98754,40.535969,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRH84553","210 WILTSHIRE ESTATES","NON-POTW",-111.90482,40.333141,NA,NA,NA,NA,"N"
"UTRL00179","2100 N 1100 WEST","NON-POTW",-111.5717,40.1503,NA,NA,NA,NA,"N"
"UTR395983","2100 SOUTH APARTMENTS","NON-POTW",-111.89766,40.72543,NA,NA,NA,NA,"N"
"UTG071290","2100 SOUTH ST. APARTMENTS","NON-POTW",-111.898261,40.726617,NA,NA,NA,NA,"N"
"UTRH02360","212 EAST 900 NORTH SALEM","NON-POTW",-111.669895,40.040756,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRH02303","2130 JOHNSON RESIDENCE","NON-POTW",-111.6663,40.012,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRL00047","2160 NORTH 200 EAST","NON-POTW",-111.64996,40.13769,"Dry Creek-1","UT16020202-035_00","Dry Creek and tributaries from Utah Lake (Provo Bay) to Interstate 15","River/Stream","N"
"UTRL00205","2180 N 1450 E","NON-POTW",-111.798432,41.771365,"Hopkins Slough","UT16010202-003_00","Hopkins Slough from confluence with Bear River to headwaters","Slough","N"
"UTRL00115","220 HOLDAWAY ROAD","NON-POTW",-111.74496,40.29301,NA,NA,NA,NA,"N"
"UTRH00940","220 JENSON FARMS","NON-POTW",-111.9206,40.5367,"Jordan River-6","UT16020204-006_01","Jordan River from 7800 South to Bluffdale at 14600 South, except Big Willow and Dry Creeks","River/Stream","N"
"UTRL00237","220 SOUTH MAIN STREET","NON-POTW",-111.67339,40.05119,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRC02187","2200 W RECONSTRUCTION W/ MINOR WIDENING","NON-POTW",-111.9482,40.5613,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRL00203","225 N 700 E","NON-POTW",-111.597977,40.169809,NA,NA,NA,NA,"N"
"UTRH88691","2252 BERETTA DRIVE LOT 928","NON-POTW",-111.91472,40.321038,NA,NA,NA,NA,"N"
"UTRL00029","2277 S. 3000 E.","NON-POTW",-113.52229,37.06979,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH85153","228 COLBY LOOP","NON-POTW",-113.67101,37.132627,NA,NA,NA,NA,"N"
"UTRH78591","2289 BUCHANAN TURNER HOME","NON-POTW",-111.93203,41.224549,NA,NA,NA,NA,"N"
"UTRC00778","23 VIEWS TOWNHOMES","NON-POTW",-111.84379,40.62489,NA,NA,NA,NA,"N"
"UTG071026","2300 NORTH WARM SPRINGS ROAD STORM DRAIN","NON-POTW",-111.920312,40.815765,NA,NA,NA,NA,"N"
"UTRL00081","2359 E WASHINGTON DAM RD","NON-POTW",-113.469192,37.116566,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC00305","2360 EAST 6200 SOUTH","NON-POTW",-111.9199,41.1475,"Weber Lower Tributaries-1-2","UT16020102-017_02","Weber River north side tributaries from Ogden River confluence to Cottonwood Creek confluence, excluding defined tributaries","River/Stream","N"
