"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
95,"DEMOTEST","Test Organization","STORET","DEMOTEST-40D","40D","River/Stream",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.522,-112.149,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
96,"DEMOTEST","Test Organization","STORET","DEMOTEST-41C","41C","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.765,-111.848,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
97,"DEMOTEST","Test Organization","STORET","DEMOTEST-42A","42A","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.771,-111.892,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
98,"DEMOTEST","Test Organization","STORET","DEMOTEST-44A","44A","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.779,-112.099,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
99,"DEMOTEST","Test Organization","STORET","DEMOTEST-44I","44I","River/Stream",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.598,-111.685,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
100,"DEMOTEST","Test Organization","STORET","DEMOTEST-44N","44N","River/Stream",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.594,-111.72,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
101,"DEMOTEST","Test Organization","STORET","DEMOTEST-54A","54A","River/Stream",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.527,-111.755,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
102,"DEMOTEST","Test Organization","STORET","DEMOTEST-54I","54I","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.657,-111.77,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
103,"DEMOTEST","Test Organization","STORET","DEMOTEST-54J","54J","River/Stream",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.522,-112.149,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
104,"DEMOTEST","Test Organization","STORET","DEMOTEST-MWG-1","Template Test 1","River/Stream",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.594,-111.72,NA,NA,16020204,NA,NA,NA,NA,24000,NA,NA,"Interpolation-Map","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
105,"DEMOTEST","Test Organization","STORET","DEMOTEST-MWG-2","Template Test 2","River/Stream Intermittent",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.594,-111.72,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
106,"DEMOTEST","Test Organization","STORET","DEMOTEST-MWG-3","Template Test 3","River/Stream Perennial",NA,"REJECT","Organization identifier indicates test/demo","REJECT",NA,NA,NA,NA,40.527,-111.755,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
107,"IDEQ_WQX","Idaho Department Of Environmental Quality DEQ","STORET","IDEQ_WQX-2012SPOCA033","BEAVER CREEK","River/Stream",NA,"ACCEPT",NA,"IDEQ_WQX-2012SPOCA033",1,1,1,0,41.9978,-111.52,41.9978,-111.52,16010203,NA,NA,NA,NA,100000,NA,NA,"Unknown","WGS84",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
108,"NALMS","North American Lake Management Society","STORET","NALMS-5825","Bear Lake","Lake","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,41.97273,-111.39035,NA,NA,16010201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
109,"NALMS","North American Lake Management Society","STORET","NALMS-5843","Willard","Other-Surface Water","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,41.47666667,-112.3722222,NA,NA,16020309,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
110,"NALMS","North American Lake Management Society","STORET","NALMS-7218","Deer Creek Reservoir","Reservoir","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,40.4125,-111.5494444,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
111,"NALMS","North American Lake Management Society","STORET","NALMS-7389","Kimball Creek","River/Stream","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,40.70623,-111.51726,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
112,"NALMS","North American Lake Management Society","STORET","NALMS-7390","American Fork River","River/Stream","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,40.48625,-111.63794,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
113,"NALMS","North American Lake Management Society","STORET","NALMS-7409","Snake Creek","River/Stream","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,40.54261,-111.49938,NA,NA,16020203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
114,"NALMS","North American Lake Management Society","STORET","NALMS-7410","Little Bear River","River/Stream","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,41.719728,-111.944885,NA,NA,16010203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,5,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
115,"NALMS","North American Lake Management Society","STORET","NALMS-7458","Utah Lake","Lake","GPS-Unspecified","REJECT",NA,"REJECT",NA,NA,NA,NA,40.2099828,-111.8241512,NA,NA,16020201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
116,"NNEPA","Navajo Nation, Arizona, New Mexico & Utah","STORET","NNEPA-02DESERTCR05","Desert Creek","River/Stream Perennial","Desert Creek near headwaters","REJECT",NA,"REJECT",NA,NA,NA,NA,37.2099669,-109.3806183,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",4508,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
117,"NNEPA","Navajo Nation, Arizona, New Mexico & Utah","STORET","NNEPA-02SANJUANR07","San Juan River","River/Stream Perennial","San Juan River near bridge at Montezuma Creek","REJECT",NA,"REJECT",NA,NA,NA,NA,37.2582772,-109.3104764,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",4429,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
118,"NNEPA","Navajo Nation, Arizona, New Mexico & Utah","STORET","NNEPA-02SANJUANR08","San Juan River","River/Stream Perennial","San Juan River at US 191 bridge near Bluff","ACCEPT",NA,"NNEPA-02SANJUANR08",1,1,1,0,37.2576728,-109.6184895,37.2576728,-109.6184895,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",4271,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
119,"NNEPA","Navajo Nation, Arizona, New Mexico & Utah","STORET","NNEPA-03MONTEZUM01","Montezuma Creek","River/Stream Intermittent","Montezuma Ck, West of 262 about 1 mile","ACCEPT",NA,"NNEPA-03MONTEZUM01",1,1,1,0,37.29893032,-109.2970221,37.29893032,-109.2970221,14080203,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",4470,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
120,"NNEPA","Navajo Nation, Arizona, New Mexico & Utah","STORET","NNEPA-04MCELMOCR01","McElmo Creek @ Hwy 262","River/Stream Perennial","McElmo Ck, ~100 m u/s of Hwy 262 bridge","REJECT",NA,"REJECT",NA,NA,NA,NA,37.21868389,-109.1904117,NA,NA,14080202,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",4472,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
121,"NNEPA","Navajo Nation, Arizona, New Mexico & Utah","STORET","NNEPA-29SANJUANR05","San Juan River","River/Stream Perennial","Immediately upstream from the mouth of McElmo Creek","REVIEW","Manual review required","REVIEW",1,1,1,1,37.150388,-109.8668143,NA,NA,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","WGS84",4084,"ft",NA,NA,"GPS Code (Pseudo Range) Standard Position (SA Off)","SEALV","US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
122,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-401016110181100","DUCHESNE R AB DUCHESNE FEED","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.17106966,-110.3037656,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
123,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-401430109513000","Dry Gulch at HWY 188","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.24162732,-109.8590341,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
124,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-402937110504601","Aspen camp ground nr Hanna,ut","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.49361111,-110.8461111,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
125,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9261000","GREEN RIVER NEAR JENSEN","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,2,3,3,40.40940757,-109.2354043,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
126,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9272400","Green River @ Ouray","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,3,40.08472222,-109.6761111,NA,NA,14060010,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
127,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9279100","ROCK CREEK","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.315363,-110.4984435,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
128,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9295100","DUCHESNE RIV ABV UINTA RIV","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.20662783,-109.8598673,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
129,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9296800","UINTA R BLW POWERPLANT DIVERSION","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.59133964,-110.1143226,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
130,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9300500","Uintah River at US 40","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.30153,-109.85327,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
131,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9301500","UINTAH RIVER AT RANDLETT","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.23357228,-109.8037549,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
132,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9302000","Duchesne River nr Randlett","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.21027778,-109.7813889,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
133,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-9306500","White River Near Watson","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,2,39.97885629,-109.1787269,NA,NA,14050007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
134,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-ACR","Antelope Creek","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,1,40.13495984,-110.2262646,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
135,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-DDC","Duchesne River South of Randlett","River/Stream","Below city of Randlett at USGS station.","REJECT",NA,"REJECT",NA,NA,NA,NA,40.21584,-109.78389,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
136,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-DLF","Duchesne River","River/Stream","Bridgeland at bridge (confluence of Strawberry and Indian Canyon)","REJECT",NA,"REJECT",NA,NA,NA,NA,40.16232883,-110.232954,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
137,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-DLF2","Duchesne River 2","River/Stream","DLF2 replaced DLF in 2017 due to issues accessing the original location","REJECT",NA,"REJECT",NA,NA,NA,NA,40.16763183,-110.16634,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
138,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-G4C","4 Corners","River/Stream","Dry Gulch near Four Corners Bridge South of Fort Duchesne West of Randlett","REJECT",NA,"REJECT",NA,NA,NA,NA,40.24153,-109.85905,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS Carrier Phase Static Relative Position","WGS84",4865,"ft",NA,NA,"GPS Carrier Phase Static Relative Position","SEALV","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
139,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-IDR","INDIAN CREEK","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,2,40.15718039,-110.4057107,NA,NA,14060004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
140,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-RKD","Rock Creek","River/Stream","Knights Diversion below 3rd bridge.","REJECT",NA,"REJECT",NA,NA,NA,NA,40.31107983,-110.493852,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
141,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-SCC","Sowers Canyon Creek","River/Stream","River/Stream","REJECT",NA,"REJECT",NA,NA,NA,NA,40.06155483,-110.290383,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
142,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-SSD","STRAWBERRY RIVER NEAR DUCHESNE","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,2,2,40.15467931,-110.5548785,NA,NA,14060004,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
143,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-UBH","Bottle Hallow Reservoir","Lake",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,40.29436944,-109.8842333,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
144,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-UBS","Big Springs","River/Stream","Big Springs above Big Springs Ponds/Powerhouse Canal bifurcation","REJECT",NA,"REJECT",NA,NA,NA,NA,40.598033,-110.129833,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS Carrier Phase Static Relative Position","WGS84",7295,"ft",NA,NA,"GPS Carrier Phase Static Relative Position","SEALV","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
145,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-UCC","Coltharpe Canal","River/Stream","Coltharpe Canal below diversion from UintahRiver at Sundance Grounds","REJECT",NA,"REJECT",NA,NA,NA,NA,40.4583,-109.95245,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS Carrier Phase Static Relative Position","WGS84",5919,"ft",NA,NA,"GPS Carrier Phase Static Relative Position","SEALV","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
146,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-UFD","Ft. Duchesne","River/Stream","Uintah River at US 40 Bridge","REJECT",NA,"REJECT",NA,NA,NA,NA,40.30195,-109.85315,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS Carrier Phase Static Relative Position","WGS84",5018,"ft",NA,NA,"GPS Carrier Phase Static Relative Position","SEALV","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
147,"NTHRNUTE","Northern Ute Indian Tribe (UT)","STORET","NTHRNUTE-URN","Randlett","River/Stream","Uintah River between Randlett and Confluence with Duchesne","REJECT",NA,"REJECT",NA,NA,NA,NA,40.23341,-109.80399,NA,NA,14060003,NA,NA,NA,NA,NA,NA,NA,"GPS Carrier Phase Static Relative Position","WGS84",4767,"ft",NA,NA,"GPS Carrier Phase Static Relative Position","SEALV","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
148,"OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","STORET","OST_SHPD-NRSA1314-UTR9-0901","San Juan River","River/Stream","{""epa_region"": ""8"", ""stream_order"": ""7"", ""site_type"": ""Non-urban""}","REJECT",NA,"REJECT",NA,NA,NA,NA,37.22372,-109.20869,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
149,"OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","STORET","OST_SHPD-NRSA1314-UTR9-0902","Bear River","River/Stream","{""epa_region"": ""8"", ""stream_order"": ""6"", ""site_type"": ""Non-urban""}","ACCEPT",NA,"OST_SHPD-NRSA1314-UTR9-0902",1,1,1,0,41.59255,-111.14148,41.59255,-111.14148,16010101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,33,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
150,"OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","STORET","OST_SHPD-NRSA1314-UTR9-0903","Weber River","River/Stream","{""epa_region"": ""8"", ""stream_order"": ""5"", ""site_type"": ""Non-urban""}","REVIEW","Manual review required","REVIEW",1,1,1,1,40.98295,-111.45065,NA,NA,16020101,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
151,"OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","STORET","OST_SHPD-NRSA1314-UTR9-0904","East Fork Sevier River","River/Stream","{""epa_region"": ""8"", ""stream_order"": ""5"", ""site_type"": ""Non-urban""}","ACCEPT",NA,"OST_SHPD-NRSA1314-UTR9-0904",1,1,1,0,37.74306,-112.09859,37.74306,-112.09859,16030002,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
154,"OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","STORET","OST_SHPD-NRSA1314-UTR9-0907","Price River","River/Stream","{""epa_region"": ""8"", ""stream_order"": ""6"", ""site_type"": ""Non-urban""}","ACCEPT",NA,"OST_SHPD-NRSA1314-UTR9-0907",1,1,1,0,39.30653,-110.40517,39.30653,-110.40517,14060007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
155,"OST_SHPD_TEST","Testing Account For USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","STORET","OST_SHPD_TEST-NRSA1314-UTR9-0901","San Juan River","River/Stream","{""epa_region"": ""8"", ""stream_order"": ""7"", ""site_type"": ""Non-urban""}","REJECT",NA,"REJECT",NA,NA,NA,NA,37.22372,-109.20869,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
